tableid,name,phonenumber,location,empgroup,function,gender,tenure,tenuregrp,experienceyymm,maritalstatus,ageinyy,hiringsource,promoted,jobrolematch,stayleft
215,Dwane,9876544345,Lagos,B1,Operation,Female,1,< =1,3.0599999,Marr.,26.110001,Direct,Not Promoted,Yes,Stay
216,Dwane,9876544345,Abuja,B3,Operation,Male,1,< =1,9.0200005,Marr.,33.09,Direct,Not Promoted,Yes,Stay
217,Dwane,9876544345,Port Harcourt,B1,Operation,Male,1,< =1,4,Single,25.049999,Direct,Not Promoted,Yes,Stay
218,Dwane,9876544345,Kano,B4,Operation,Male,.11,< =1,15.11,Marr.,41.02,Employee Referral,Not Promoted,Yes,Stay
219,Dwane,9876544345,Abuja,B1,Support,Male,1,< =1,3.0699999,Single,24.030001,Direct,Not Promoted,No,Left
220,Dwane,9876544345,Abuja,B1,Support,Male,.11,< =1,3.01,Single,27.110001,Direct,Promoted,Yes,Stay
221,Dwane,9876544345,Kano,B1,Operation,Male,1,< =1,6.0599999,Single,38.099998,Agency,Not Promoted,No,Left
222,Dwane,9876544345,Abuja,B1,Operation,Male,.11,< =1,4.1100001,Single,29.120001,Agency,Not Promoted,Yes,Stay
223,Dwane,9876544345,Lagos,B2,Operation,Male,.11,< =1,7.1100001,Marr.,30.110001,Direct,Not Promoted,No,Stay
224,Dwane,9876544345,Kano,B2,Operation,Male,1,< =1,8,Marr.,32.119999,Direct,Not Promoted,No,Stay
225,Dwane,9876544345,Abuja,B1,Operation,Male,1,< =1,2.0799999,Single,26,Agency,Not Promoted,No,Left
226,Dwane,9876544345,Abuja,B1,Operation,Male,.11,< =1,4.0300002,Single,29.02,Direct,Not Promoted,Yes,Stay
227,Dwane,9876544345,Lagos,B2,Operation,Female,1,< =1,10,Marr.,37.099998,Direct,Not Promoted,Yes,Stay
228,Dwane,9876544345,Kano,B3,Operation,Male,1,< =1,12,Marr.,38.060001,Direct,Not Promoted,Yes,Stay
229,Dwane,9876544345,Kano,B1,Operation,Female,1,< =1,5.0599999,Marr.,35.049999,Direct,Not Promoted,Yes,Stay
230,Dwane,9876544345,Lagos,B1,Operation,Male,1,< =1,4.0799999,Single,28.02,Direct,Not Promoted,No,Left
231,Dwane,9876544345,Port Harcourt,B3,Operation,Male,1,< =1,15,Marr.,38.09,Direct,Not Promoted,Yes,Left
232,Dwane,9876544345,Kano,B2,Operation,Male,1,< =1,6.0100002,Marr.,36.060001,Direct,Not Promoted,Yes,Stay
233,Dwane,9876544345,Kano,B1,Operation,Male,1,< =1,3.0599999,Single,29.049999,Agency,Promoted,No,Left
234,Dwane,9876544345,Port Harcourt,B2,Operation,Female,1,< =1,6.02,Marr.,29.049999,Direct,Not Promoted,Yes,Stay
235,Dwane,9876544345,Kano,B1,Operation,Female,1,< =1,6.0100002,Marr.,30.030001,Direct,Not Promoted,Yes,Stay
236,Dwane,9876544345,Kano,B1,Operation,Male,1,< =1,10,Marr.,36.119999,Direct,Not Promoted,Yes,Left
237,Dwane,9876544345,Kano,B2,Operation,Male,1,< =1,9,Single,28.120001,Direct,Not Promoted,Yes,Left
238,Dwane,9876544345,Kano,B2,Operation,Male,1,< =1,4,Marr.,26.07,Direct,Not Promoted,Yes,Stay
239,Dwane,9876544345,Lagos,B1,Support,Female,1,< =1,5,Marr.,33.060001,Direct,Not Promoted,Yes,Stay
240,Dwane,9876544345,Port Harcourt,B3,Operation,Male,1,< =1,9.0100002,Marr.,37.07,Agency,Promoted,No,Stay
241,Dwane,9876544345,Abuja,B1,Operation,Female,1,< =1,2.05,Single,27,Agency,Not Promoted,No,Left
242,Dwane,9876544345,Lagos,B1,Operation,Male,1,< =1,3.0799999,Marr.,29.01,Direct,Not Promoted,Yes,Stay
243,Dwane,9876544345,Ibadan,B2,Operation,Male,1,< =1,5.0799999,Marr.,32.02,Direct,Not Promoted,Yes,Stay
244,Dwane,9876544345,Kano,B2,Operation,Female,1,< =1,9,Marr.,30.07,Direct,Not Promoted,No,Stay
245,Dwane,9876544345,Lagos,B1,Operation,Female,1.01,> 1 & < =3,1.09,Single,23.08,Direct,Not Promoted,No,Left
246,Dwane,9876544345,Lagos,B1,Operation,Male,1,< =1,3.0699999,Single,26.09,Direct,Not Promoted,Yes,Stay
247,Dwane,9876544345,Abuja,B1,Operation,Male,1,< =1,1.09,Single,26.09,Direct,Not Promoted,Yes,Stay
248,Dwane,9876544345,Kano,B2,Operation,Female,1,< =1,4,Single,25.01,Direct,Not Promoted,Yes,Stay
249,Dwane,9876544345,Kano,B2,Operation,Male,1,< =1,9,Marr.,31.030001,Direct,Not Promoted,No,Left
250,Arnab,9876544345,Kaduna,B2,Operation,Male,1,< =1,7.0500002,Marr.,32.02,Direct,Not Promoted,Yes,Stay
251,Arnab,9876544345,Enugu,B1,Operation,Female,1,< =1,3.01,Marr.,26.049999,Direct,Not Promoted,Yes,Stay
252,Arnab,9876544345,Abuja,B1,Operation,Male,1,< =1,3.04,Single,24.01,Direct,Not Promoted,Yes,Stay
253,Arnab,9876544345,Enugu,B1,Operation,Male,1,< =1,7.02,Marr.,32.060001,Direct,Not Promoted,Yes,Stay
254,Arnab,9876544345,Ibadan,B3,Operation,Male,1,< =1,12.02,Marr.,38.110001,Agency,Not Promoted,No,Left
255,Arnab,9876544345,Ibadan,B1,Operation,Male,1.01,> 1 & < =3,7.0100002,Marr.,30.07,Direct,Promoted,Yes,Stay
256,Arnab,9876544345,Kano,B1,Operation,Male,1,< =1,4.02,Single,30.01,Direct,Promoted,Yes,Stay
257,Arnab,9876544345,Kano,B2,Operation,Male,1,< =1,6.0799999,Single,29.040001,Direct,Not Promoted,Yes,Stay
258,Arnab,9876544345,Kano,B1,Operation,Male,1.01,> 1 & < =3,4.0100002,Single,27.030001,Direct,Promoted,No,Left
259,Arnab,9876544345,Kano,B2,Operation,Male,1,< =1,6.0900002,Single,30.02,Direct,Promoted,Yes,Stay
260,Arnab,9876544345,Abeokuta,B1,Operation,Male,1,< =1,2.0999999,Single,25.110001,Employee Referral,Not Promoted,Yes,Stay
261,Arnab,9876544345,Lagos,B2,Operation,Male,1.01,> 1 & < =3,6.1100001,Marr.,29.02,Direct,Not Promoted,Yes,Stay
262,Arnab,9876544345,Lagos,B1,Operation,Male,1,< =1,3.1099999,Single,25.059999,Direct,Promoted,Yes,Stay
263,Arnab,9876544345,Ibadan,B1,Operation,Male,1,< =1,5,Single,27.02,Agency,Not Promoted,No,Left
264,Arnab,9876544345,Abuja,B2,Operation,Male,1.01,> 1 & < =3,7.1100001,Single,27.110001,Direct,Promoted,No,Stay
265,Arnab,9876544345,Lagos,B1,Operation,Female,1.01,> 1 & < =3,4.0500002,Marr.,30.110001,Agency,Not Promoted,Yes,Stay
266,Arnab,9876544345,Lagos,B2,Operation,Male,1,< =1,5,Single,28.040001,Direct,Not Promoted,Yes,Stay
267,Arnab,9876544345,Abuja,B1,Support,Male,1.01,> 1 & < =3,3.04,Single,26.049999,Direct,Not Promoted,Yes,Stay
268,Arnab,9876544345,Kano,B2,Operation,Male,1.01,> 1 & < =3,6.0500002,Marr.,29.09,Direct,Not Promoted,Yes,Stay
269,Arnab,9876544345,Ibadan,B3,Operation,Male,1.01,> 1 & < =3,12.01,Marr.,34.02,Direct,Not Promoted,No,Left
270,Arnab,9876544345,Abuja,B2,Operation,Male,1.01,> 1 & < =3,8.0600004,Marr.,31.030001,Direct,Not Promoted,Yes,Stay
271,Arnab,9876544345,Benin City,B1,Operation,Female,1.01,> 1 & < =3,1.01,Marr.,29.040001,Direct,Not Promoted,Yes,Stay
272,Arnab,9876544345,Abuja,B1,Operation,Female,1.01,> 1 & < =3,1.08,Single,23.120001,Direct,Promoted,No,Left
273,Arnab,9876544345,Lagos,B1,Operation,Male,1.01,> 1 & < =3,1.1,Single,24.040001,Direct,Promoted,No,Left
274,Arnab,9876544345,Lagos,B2,Operation,Male,1.01,> 1 & < =3,8.0299997,Single,30.02,Direct,Promoted,Yes,Stay
275,Arnab,9876544345,Lagos,B2,Operation,Female,1.01,> 1 & < =3,5.0900002,Single,27.07,Direct,Not Promoted,Yes,Stay
276,Arnab,9876544345,Lagos,B1,Operation,Male,1.01,> 1 & < =3,3.03,Single,24.1,Agency,Promoted,No,Left
277,Arnab,9876544345,Lagos,B1,Operation,Male,1.01,> 1 & < =3,2.05,Single,25.030001,Direct,Promoted,No,Left
278,Arnab,9876544345,Ibadan,B1,Operation,Male,1.02,> 1 & < =3,6.04,Single,30.08,Agency,Not Promoted,Yes,Left
279,Arnab,9876544345,Kano,B2,Operation,Female,1.01,> 1 & < =3,6.0100002,Marr.,29.1,Direct,Promoted,Yes,Stay
280,Arnab,9876544345,Enugu,B1,Operation,Male,1.01,> 1 & < =3,5.0599999,Marr.,29.01,Direct,Promoted,Yes,Stay
281,Arnab,9876544345,Abuja,B1,Support,Female,1.01,> 1 & < =3,4.0900002,Marr.,30.030001,Direct,Not Promoted,Yes,Stay
282,Arnab,9876544345,Abuja,B3,Operation,Male,1.01,> 1 & < =3,11.01,Marr.,33.080002,Direct,Promoted,No,Stay
283,Arnab,9876544345,Abeokuta,B1,Operation,Male,1.01,> 1 & < =3,3.0699999,Single,25.059999,Direct,Not Promoted,Yes,Stay
284,Arnab,9876544345,Lagos,B2,Operation,Male,1.02,> 1 & < =3,6.02,Single,29.040001,Direct,Not Promoted,Yes,Stay
285,Arnab,9876544345,Lagos,B1,Operation,Female,1.02,> 1 & < =3,1.02,Single,23.09,Direct,Not Promoted,Yes,Stay
286,Arnab,9876544345,Abuja,B1,Operation,Male,1.02,> 1 & < =3,1.02,Single,23.1,Direct,Not Promoted,No,Left
287,Arnab,9876544345,Kaduna,B2,Operation,Male,1.02,> 1 & < =3,6.0700002,Marr.,32.040001,Employee Referral,Promoted,No,Stay
288,Arnab,9876544345,Lagos,B2,Operation,Male,1.02,> 1 & < =3,4.02,Single,25.110001,Agency,Promoted,No,Left
289,Arnab,9876544345,Lagos,B1,Operation,Female,1.02,> 1 & < =3,2.02,Single,24.059999,Direct,Not Promoted,Yes,Stay
290,Arnab,9876544345,Kano,B1,Operation,Male,1.02,> 1 & < =3,3.0899999,Single,30.059999,Direct,Not Promoted,Yes,Stay
291,Arnab,9876544345,Ibadan,B1,Operation,Female,1.02,> 1 & < =3,3.02,Single,26.01,Direct,Promoted,Yes,Stay
292,Arnab,9876544345,Benin City,B1,Operation,Male,1.01,> 1 & < =3,3.0899999,Single,27.07,Direct,Promoted,No,Left
293,Arnab,9876544345,Abuja,B1,Operation,Male,1.02,> 1 & < =3,1.02,Single,24.01,Direct,Not Promoted,Yes,Stay
294,Arnab,9876544345,Ibadan,B1,Operation,Male,1.02,> 1 & < =3,5.0700002,Single,28.040001,Direct,Promoted,Yes,Stay
295,Arnab,9876544345,Kano,B2,Operation,Female,1.02,> 1 & < =3,11.05,Marr.,32.080002,Direct,Promoted,No,Stay
296,Arnab,9876544345,Abuja,B6,Support,Male,1.02,> 1 & < =3,14.02,Marr.,40.060001,Direct,Promoted,Yes,Stay
297,Arnab,9876544345,Kaduna,B0,Support,Male,1.02,> 1 & < =3,1.02,Single,24,Direct,Not Promoted,Yes,Stay
298,Arnab,9876544345,Abuja,B2,Operation,Male,1.02,> 1 & < =3,7.02,Single,29.02,Direct,Promoted,No,Left
299,Arnab,9876544345,Lagos,B1,Operation,Male,1.02,> 1 & < =3,2.03,Single,24.030001,Agency,Promoted,No,Left
300,Arnab,9876544345,Lagos,B1,Operation,Male,1.02,> 1 & < =3,4.0599999,Single,26.120001,Direct,Promoted,Yes,Stay
301,Arnab,9876544345,Kano,B1,Operation,Male,1.02,> 1 & < =3,5.0999999,Marr.,30.09,Direct,Not Promoted,Yes,Stay
302,Arnab,9876544345,Lagos,B1,Operation,Male,1.02,> 1 & < =3,2.0899999,Single,27.049999,Direct,Not Promoted,No,Left
303,Arnab,9876544345,Abuja,B2,Operation,Male,1.02,> 1 & < =3,6.02,Single,29.02,Direct,Not Promoted,Yes,Stay
304,Arnab,9876544345,Abuja,B1,Sales,Female,1.02,> 1 & < =3,1.0700001,Single,25.030001,Direct,Not Promoted,Yes,Stay
305,Arnab,9876544345,Abuja,B1,Operation,Male,1.02,> 1 & < =3,4.0700002,Single,26.049999,Agency,Not Promoted,No,Left
306,Arnab,9876544345,Lagos,B1,Operation,Male,1.03,> 1 & < =3,2.0799999,Single,26.049999,Direct,Promoted,Yes,Stay
307,Arnab,9876544345,Abuja,B1,Operation,Male,1.02,> 1 & < =3,6.02,Marr.,27.1,Direct,Not Promoted,Yes,Left
308,Arnab,9876544345,Abuja,B2,Operation,Male,1.02,> 1 & < =3,5.02,Single,27.040001,Employee Referral,Not Promoted,Yes,Stay
309,Arnab,9876544345,Abuja,B1,Support,Male,1.02,> 1 & < =3,3.0699999,Single,28.059999,Direct,Promoted,No,Left
310,Arnab,9876544345,Lagos,B1,Operation,Male,1.02,> 1 & < =3,2.03,Single,23.09,Direct,Not Promoted,Yes,Stay
311,Arnab,9876544345,Abuja,B1,Support,Female,1.03,> 1 & < =3,1.03,Single,24.040001,Direct,Promoted,No,Left
312,Arnab,9876544345,Abuja,B1,Operation,Female,1.02,> 1 & < =3,3,Single,25.1,Agency,Promoted,No,Left
313,Arnab,9876544345,Abuja,B2,Operation,Male,1.03,> 1 & < =3,4.1100001,Single,28.09,Direct,Promoted,No,Left
314,Arnab,9876544345,Kano,B2,Operation,Male,1.02,> 1 & < =3,6.0500002,Marr.,28.1,Direct,Not Promoted,No,Left
315,Arnab,9876544345,Lagos,B1,Operation,Male,1.03,> 1 & < =3,2.0799999,Single,24.07,Direct,Not Promoted,No,Left
316,Arnab,9876544345,Lagos,B1,Operation,Male,1.03,> 1 & < =3,5.0300002,Single,27.120001,Direct,Promoted,No,Stay
317,Arnab,9876544345,Abuja,B2,Operation,Male,1.02,> 1 & < =3,4.02,Marr.,27.059999,Employee Referral,Promoted,No,Left
318,Arnab,9876544345,Abuja,B2,Operation,Male,1.03,> 1 & < =3,7.0700002,Marr.,35.049999,Agency,Not Promoted,Yes,Stay
319,Arnab,9876544345,Abuja,B3,Support,Male,1.03,> 1 & < =3,12.03,Marr.,35.099998,Direct,Not Promoted,Yes,Stay
320,Arnab,9876544345,Jos,B1,Operation,Female,1.03,> 1 & < =3,5.1100001,Single,28.1,Direct,Not Promoted,Yes,Stay
321,Arnab,9876544345,Ibadan,B2,Operation,Male,1.08,> 1 & < =3,1.08,Marr.,43.099998,Direct,Not Promoted,Yes,Stay
322,Arnab,9876544345,Ibadan,B1,Operation,Male,1.08,> 1 & < =3,1.08,Single,25.07,Direct,Not Promoted,Yes,Stay
323,Arnab,9876544345,Ibadan,B2,Operation,Male,1.08,> 1 & < =3,1.08,Single,26.08,Direct,Not Promoted,Yes,Stay
324,Arnab,9876544345,Ibadan,B2,Operation,Male,1.08,> 1 & < =3,1.08,Single,33.029999,Direct,Not Promoted,No,Left
325,Arnab,9876544345,Kaduna,B0,Support,Female,1.03,> 1 & < =3,1.03,Single,24.02,Direct,Not Promoted,No,Left
326,Arnab,9876544345,Abuja,B1,Operation,Female,1.03,> 1 & < =3,1.03,Single,23,Direct,Not Promoted,No,Left
327,Arnab,9876544345,Lagos,B1,Operation,Male,1.03,> 1 & < =3,4.0300002,Marr.,29.02,Direct,Not Promoted,Yes,Stay
328,Arnab,9876544345,Abuja,B2,Operation,Male,1.03,> 1 & < =3,8.0299997,Marr.,35.07,Employee Referral,Not Promoted,Yes,Stay
329,Arnab,9876544345,Kano,B2,Operation,Male,1.03,> 1 & < =3,6.0300002,Single,34.009998,Direct,Promoted,No,Stay
330,Arnab,9876544345,Kano,B1,Operation,Male,1.03,> 1 & < =3,1.09,Marr.,27.110001,Direct,Not Promoted,Yes,Stay
331,Arnab,9876544345,Port Harcourt,B2,Operation,Male,1.03,> 1 & < =3,11.08,Marr.,34.060001,Direct,Promoted,Yes,Stay
332,Arnab,9876544345,Abuja,B1,Operation,Female,1.03,> 1 & < =3,4.0300002,Single,27.040001,Direct,Not Promoted,Yes,Stay
333,Arnab,9876544345,Abuja,B1,Support,Male,1.03,> 1 & < =3,1.03,Single,24.09,Direct,Not Promoted,No,Left
334,Arnab,9876544345,Lagos,B2,Operation,Male,1.03,> 1 & < =3,12.03,Marr.,35.080002,Direct,Promoted,No,Stay
335,Arnab,9876544345,Kano,B2,Operation,Male,1.03,> 1 & < =3,8.0299997,Marr.,30.049999,Direct,Not Promoted,Yes,Stay
336,Arnab,9876544345,Lagos,B1,Operation,Male,1.03,> 1 & < =3,4.0300002,Single,35.080002,Direct,Promoted,Yes,Stay
337,Arnab,9876544345,Lagos,B1,Operation,Female,1.03,> 1 & < =3,4.0300002,Marr.,25.059999,Direct,Promoted,No,Stay
338,Arnab,9876544345,Ibadan,B2,Operation,Female,1.03,> 1 & < =3,7.0599999,Marr.,37.060001,Direct,Promoted,No,Stay
339,Arnab,9876544345,Kano,B3,Operation,Female,1.03,> 1 & < =3,14,Marr.,38.09,Direct,Promoted,No,Stay
340,Arnab,9876544345,Abuja,B2,Operation,Male,1.03,> 1 & < =3,7.0500002,Marr.,30.049999,Direct,Not Promoted,Yes,Stay
341,Arnab,9876544345,Abuja,B2,Operation,Male,1.03,> 1 & < =3,5.0300002,Single,27.08,Direct,Promoted,No,Left
342,Arnab,9876544345,Abuja,B2,Operation,Male,1.03,> 1 & < =3,4.0999999,Single,29.09,Agency,Not Promoted,Yes,Stay
343,Arnab,9876544345,Abuja,B1,Operation,Female,1.03,> 1 & < =3,2.0699999,Single,27.030001,Agency,Not Promoted,Yes,Stay
344,Arnab,9876544345,Port Harcourt,B1,Operation,Female,1.03,> 1 & < =3,4.0799999,Single,26.049999,Direct,Promoted,Yes,Stay
345,Arnab,9876544345,Lagos,B1,Operation,Male,1.03,> 1 & < =3,1.03,Single,23.040001,Direct,Not Promoted,Yes,Stay
346,Arnab,9876544345,Port Harcourt,B2,Operation,Male,1.03,> 1 & < =3,6.0799999,Marr.,32.099998,Employee Referral,Promoted,No,Left
347,Arnab,9876544345,Kano,B1,Operation,Female,1.03,> 1 & < =3,3.02,Single,27.110001,Direct,Promoted,No,Left
348,Arnab,9876544345,Lagos,B1,Operation,Female,1.03,> 1 & < =3,5.0300002,Single,27.07,Direct,Promoted,No,Stay
349,Arnab,9876544345,Ibadan,B2,Operation,Female,1.04,> 1 & < =3,12.1,Single,40.02,Direct,Not Promoted,Yes,Stay
350,Arnab,9876544345,Lagos,B1,Operation,Male,1.04,> 1 & < =3,3.1099999,Single,29,Direct,Not Promoted,Yes,Stay
351,Arnab,9876544345,Kano,B1,Operation,Female,1.03,> 1 & < =3,2.0599999,Single,23.08,Direct,Not Promoted,Yes,Stay
352,Arnab,9876544345,Ibadan,B1,Operation,Male,1.04,> 1 & < =3,3.0999999,Single,26.030001,Direct,Promoted,No,Left
353,Arnab,9876544345,Abuja,B3,Support,Female,1.03,> 1 & < =3,15.05,Marr.,37.029999,Agency,Not Promoted,No,Left
354,Arnab,9876544345,Lagos,B4,Support,Male,1.04,> 1 & < =3,16.040001,Marr.,42.049999,Direct,Not Promoted,Yes,Stay
355,Arnab,9876544345,Kano,B1,Operation,Female,1.04,> 1 & < =3,4.04,Single,26.09,Direct,Not Promoted,Yes,Stay
356,Arnab,9876544345,Kano,B2,Operation,Male,1.04,> 1 & < =3,7.0300002,Single,30.040001,Agency,Not Promoted,Yes,Left
357,Arnab,9876544345,Kano,B1,Operation,Female,1.04,> 1 & < =3,5.0999999,Marr.,26.1,Agency,Promoted,No,Left
358,Arnab,9876544345,Kano,B2,Operation,Male,1.04,> 1 & < =3,8.04,Single,29.059999,Direct,Promoted,Yes,Stay
359,Arnab,9876544345,Lagos,B2,Operation,Male,1.04,> 1 & < =3,8.04,Marr.,32.049999,Direct,Promoted,No,Stay
360,Arnab,9876544345,Abuja,B1,Operation,Female,1.04,> 1 & < =3,5.0799999,Single,28.030001,Direct,Promoted,No,Left
361,Arnab,9876544345,Abuja,B2,Operation,Male,1.04,> 1 & < =3,8.0100002,Marr.,32.07,Direct,Promoted,Yes,Stay
362,Arnab,9876544345,Kaduna,B1,Operation,Female,1.04,> 1 & < =3,2.04,Single,24.08,Direct,Not Promoted,Yes,Stay
363,Arnab,9876544345,Abuja,B1,Operation,Male,1.04,> 1 & < =3,4.0700002,Single,27.02,Direct,Promoted,No,Left
364,Arnab,9876544345,Benin City,B1,Operation,Female,1.04,> 1 & < =3,4.0599999,Single,29.09,Direct,Promoted,No,Left
365,Arnab,9876544345,Kano,B3,Operation,Male,1.04,> 1 & < =3,15.04,Marr.,37.02,Direct,Promoted,No,Stay
366,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.04,> 1 & < =3,6.04,Marr.,31.030001,Direct,Promoted,No,Left
367,Arnab,9876544345,Lagos,B1,Operation,Female,1.04,> 1 & < =3,2,Single,23.02,Direct,Not Promoted,Yes,Stay
368,Arnab,9876544345,Abuja,B1,Support,Male,1.04,> 1 & < =3,6,Marr.,30.040001,Direct,Promoted,Yes,Stay
369,Arnab,9876544345,Kano,B1,Operation,Female,1.04,> 1 & < =3,2.0599999,Marr.,26.1,Direct,Promoted,No,Left
370,Arnab,9876544345,Ibadan,B1,Operation,Male,1.04,> 1 & < =3,3.0999999,Single,26.09,Direct,Promoted,No,Left
371,Arnab,9876544345,Ibadan,B1,Operation,Male,1.04,> 1 & < =3,2.05,Single,23.07,Employee Referral,Promoted,Yes,Stay
372,Arnab,9876544345,Lagos,B1,Operation,Male,1.04,> 1 & < =3,4,Single,26.1,Direct,Not Promoted,Yes,Stay
373,Arnab,9876544345,Benin City,B1,Operation,Male,1.04,> 1 & < =3,4,Single,26.049999,Direct,Not Promoted,Yes,Stay
374,Arnab,9876544345,Lagos,B2,Operation,Male,1.04,> 1 & < =3,8,Marr.,35.07,Agency,Promoted,Yes,Stay
375,Arnab,9876544345,Abuja,B2,Operation,Male,1.04,> 1 & < =3,4.0599999,Single,24.09,Agency,Promoted,No,Stay
376,Arnab,9876544345,Abuja,B2,Operation,Female,1.04,> 1 & < =3,5,Single,27.059999,Direct,Promoted,No,Left
377,Arnab,9876544345,Lagos,B2,Operation,Male,1.04,> 1 & < =3,5.04,Marr.,31.1,Direct,Promoted,No,Left
378,Arnab,9876544345,Kano,B2,Operation,Female,1.05,> 1 & < =3,10.07,Marr.,37.060001,Direct,Promoted,No,Stay
379,Arnab,9876544345,Kano,B1,Operation,Male,1.04,> 1 & < =3,6,Single,28.110001,Direct,Promoted,No,Left
380,Arnab,9876544345,Abuja,B1,Operation,Female,1.05,> 1 & < =3,4.0500002,Single,27.08,Direct,Promoted,No,Stay
381,Arnab,9876544345,Lagos,B1,Operation,Male,1.04,> 1 & < =3,5.0500002,Marr.,28.02,Direct,Promoted,No,Stay
382,Arnab,9876544345,Abuja,B1,Operation,Male,1.04,> 1 & < =3,4.1100001,Single,27.030001,Direct,Promoted,No,Left
383,Arnab,9876544345,Lagos,B2,Operation,Female,1.04,> 1 & < =3,9.04,Marr.,31.01,Direct,Not Promoted,Yes,Stay
384,Arnab,9876544345,Lagos,B2,Operation,Female,1.05,> 1 & < =3,4.0900002,Marr.,26.08,Direct,Promoted,No,Stay
385,Arnab,9876544345,Enugu,B1,Operation,Male,1.05,> 1 & < =3,5.0700002,Marr.,27.07,Direct,Promoted,No,Left
386,Arnab,9876544345,Kano,B1,Operation,Male,1.05,> 1 & < =3,3.0599999,Single,26.1,Direct,Promoted,Yes,Stay
387,Arnab,9876544345,Ibadan,B1,Operation,Male,1.05,> 1 & < =3,5.0999999,Marr.,28.02,Direct,Not Promoted,Yes,Left
388,Arnab,9876544345,Abuja,B2,Operation,Female,1.04,> 1 & < =3,5.0999999,Marr.,29.040001,Employee Referral,Promoted,Yes,Stay
389,Arnab,9876544345,Abuja,B2,Operation,Male,1.04,> 1 & < =3,7.0500002,Single,30.02,Direct,Not Promoted,Yes,Stay
390,Arnab,9876544345,Abuja,B3,Support,Male,1.05,> 1 & < =3,8.0699997,Marr.,37.040001,Direct,Promoted,No,Stay
391,Arnab,9876544345,Abuja,B1,Operation,Female,1.04,> 1 & < =3,6.0700002,Single,28.09,Direct,Not Promoted,Yes,Stay
392,Arnab,9876544345,Abuja,B1,Operation,Female,1.05,> 1 & < =3,2.04,Single,24.049999,Direct,Promoted,No,Left
393,Arnab,9876544345,Lagos,B1,Operation,Female,1.05,> 1 & < =3,3.1099999,Single,25.09,Direct,Not Promoted,Yes,Stay
394,Arnab,9876544345,Kano,B2,Operation,Female,1.05,> 1 & < =3,6.02,Marr.,29.07,Direct,Promoted,No,Stay
395,Arnab,9876544345,Kano,B1,Operation,Male,1.05,> 1 & < =3,2.01,Single,25.110001,Direct,Promoted,No,Left
396,Arnab,9876544345,Kano,B2,Operation,Male,1.05,> 1 & < =3,6.0300002,Marr.,31.07,Direct,Promoted,No,Stay
397,Arnab,9876544345,Ibadan,B2,Operation,Male,1.05,> 1 & < =3,8.1099997,Marr.,31.040001,Direct,Promoted,No,Stay
398,Arnab,9876544345,Lagos,B4,Operation,Male,1.05,> 1 & < =3,18.049999,Marr.,47.09,Direct,Promoted,No,Stay
399,Arnab,9876544345,Abuja,B1,Operation,Male,1.05,> 1 & < =3,4.0999999,Single,29.02,Direct,Not Promoted,Yes,Stay
400,Arnab,9876544345,Abuja,B1,Support,Female,1.05,> 1 & < =3,2,Single,24.049999,Direct,Not Promoted,Yes,Stay
401,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.05,> 1 & < =3,6.04,Single,29.09,Direct,Promoted,Yes,Stay
402,Arnab,9876544345,Ibadan,B1,Operation,Male,1.05,> 1 & < =3,4.0799999,Single,27.08,Direct,Not Promoted,Yes,Stay
403,Arnab,9876544345,Port Harcourt,B1,Operation,Male,1.05,> 1 & < =3,5,Marr.,29.02,Direct,Not Promoted,Yes,Stay
404,Arnab,9876544345,Enugu,B1,Operation,Female,1.05,> 1 & < =3,1.05,Single,24.02,Direct,Promoted,No,Left
405,Arnab,9876544345,Kano,B2,Operation,Male,1.05,> 1 & < =3,9.0600004,Marr.,32.07,Direct,Not Promoted,Yes,Stay
406,Arnab,9876544345,Kano,B2,Operation,Male,1.05,> 1 & < =3,4.0100002,Single,28.049999,Direct,Promoted,Yes,Stay
407,Arnab,9876544345,Ibadan,B1,Operation,Male,1.05,> 1 & < =3,3,Single,25.09,Direct,Not Promoted,Yes,Stay
408,Arnab,9876544345,Lagos,B1,Operation,Female,1.05,> 1 & < =3,5.0100002,Single,26.08,Employee Referral,Not Promoted,Yes,Stay
409,Arnab,9876544345,Lagos,B1,Support,Male,1.05,> 1 & < =3,4.0300002,Single,24.09,Direct,Promoted,No,Left
410,Arnab,9876544345,Abuja,B3,Operation,Male,1.05,> 1 & < =3,13.05,Marr.,37.080002,Employee Referral,Not Promoted,Yes,Stay
411,Arnab,9876544345,Abuja,B7,Support,Male,1.05,> 1 & < =3,21.059999,Marr.,45.049999,Direct,Promoted,Yes,Stay
412,Arnab,9876544345,Abuja,B1,Operation,Male,1.05,> 1 & < =3,5.0999999,Single,28.059999,Direct,Not Promoted,Yes,Stay
413,Arnab,9876544345,Lagos,B1,Support,Male,1.05,> 1 & < =3,5.02,Marr.,31.030001,Direct,Promoted,No,Left
414,Arnab,9876544345,Abuja,B1,Operation,Female,1.05,> 1 & < =3,4.0900002,Single,28.049999,Direct,Not Promoted,Yes,Stay
415,Arnab,9876544345,Abuja,B1,Operation,Female,1.05,> 1 & < =3,3.0799999,Single,30.1,Direct,Promoted,No,Left
416,Arnab,9876544345,Kano,B2,Operation,Female,1.05,> 1 & < =3,6.0500002,Single,27.030001,Direct,Not Promoted,No,Left
